From	To
A0A132CXX3	OBSOLETE
A0A1V3S2U2	A0A1V3S2U2_9BURK
I2DXC8	I2DXC8_9BURK
A0A108EAV3	A0A108EAV3_9BURK
B1FMT9	B1FMT9_9BURK
Q0B7U8	Q0B7U8_BURCM
B1YYG2	B1YYG2_BURA4
A0A081N536	A0A081N536_9GAMM
A0A142BFN8	A0A142BFN8_9GAMM
A0A228EIN1	OBSOLETE
A0A1B4C0S4	A0A1B4C0S4_9BURK
A0A2M7G3S5	A0A2M7G3S5_9BACT
A0A2E9WCJ0	A0A2E9WCJ0_9PROT
A0A102EVG7	A0A102EVG7_9BURK
A0A1B4MK15	OBSOLETE
A0A142FVR8	A0A142FVR8_9ALTE
A0A2J9KMX8	A0A2J9KMX8_9ACTO
D0YPW0	D0YPW0_9ACTO
E0QNP0	E0QNP0_9ACTO
E1MB99	E1MB99_9ACTO
A0A2N3L5W8	A0A2N3L5W8_9PROT
E7RJ09	E7RJ09_9BACL
M5P4B7	M5P4B7_9BACI
A0A0S8BYJ1	A0A0S8BYJ1_9BACT
A0A103L366	A0A103L366_9BURK
A0A292YND9	A0A292YND9_9BACL
A0A085DUR5	A0A085DUR5_9GAMM
A0A2M6YIT0	A0A2M6YIT0_9DELT
H6THB9	H6THB9_9ARAE
A0A2N2JS40	A0A2N2JS40_9DELT
A0A1T2YMB0	A0A1T2YMB0_PSEFL
H6THA9	H6THA9_9LILI
H6THB3	H6THB3_9LILI
A0A2A6EB34	A0A2A6EB34_TANFO
A0A0A2G5C0	A0A0A2G5C0_9PORP
A4GKM8	A4GKM8_9POAL
A0A1E5JNH4	A0A1E5JNH4_9GAMM
A0A2D9FK79	A0A2D9FK79_HALSX
W5SNP8	W5SNP8_BORAN
G9EPS5	G9EPS5_9GAMM
A0A2D7AGV6	A0A2D7AGV6_9BACT
A0A0E0PZT3	A0A0E0PZT3_ORYRU
A0A1G9FTT9	A0A1G9FTT9_CLOCO
H6THB8	H6THB8_9ARAE
A0A290XB68	A0A290XB68_9GAMM
A0A0C1JKE8	A0A0C1JKE8_9BACT
A0A0P7W9A8	A0A0P7W9A8_9BACT
A0A2H0RDJ8	A0A2H0RDJ8_9BACT
A0A0Q9R0B3	A0A0Q9R0B3_9ACTN
H8N240	H8N240_CORCM
A0A1I7IQE3	A0A1I7IQE3_9BACL
A0A1M7YSQ6	A0A1M7YSQ6_9VIBR
A0A1G8ZU09	A0A1G8ZU09_9GAMM
A0A0E3MNB5	A0A0E3MNB5_9PSED
A0A0A7HC86	A0A0A7HC86_9MONI
A0A259U5X8	A0A259U5X8_9FIRM
R6UBZ2	R6UBZ2_9CLOT
B4RGQ1	B4RGQ1_PHEZH
E2E6I2	E2E6I2_9ENTE
A8Y673	A8Y673_9SOLN
A0A2N7QF33	A0A2N7QF33_9BACT
A0A1M7S9M8	A0A1M7S9M8_9RHOB
A0A0J8IU43	A0A0J8IU43_9PSED
A0A1V4X400	A0A1V4X400_9DELT
A0A0M9GGQ3	A0A0M9GGQ3_9PSED
A0A0N9ZIV3	A0A0N9ZIV3_9RHOB
E5DK69	E5DK69_9ASTR
A0A149S5S5	A0A149S5S5_GLUJA
A0A0Q8D9K0	A0A0Q8D9K0_9PSED
A0A1N6I5V1	A0A1N6I5V1_9PROT
A0A2N5UPP8	A0A2N5UPP8_9BASI
A0A2G3AAP6	A0A2G3AAP6_CAPAN
A0A1C7DD26	A0A1C7DD26_9BACL
A0A023C5G0	A0A023C5G0_9PSED
A0A2D8KBV5	A0A2D8KBV5_9RHIZ
A0A0H5SHM9	A0A0H5SHM9_HERHM
A0A1Q6Q7K0	A0A1Q6Q7K0_9FIRM
A0A2K9J3Y9	A0A2K9J3Y9_VIRPA
A0A2G0WLH9	A0A2G0WLH9_9PSED
A0A0V2F4C1	A0A0V2F4C1_SALNE
A0A1N6HS70	A0A1N6HS70_9PROT
A0A0K9NCB8	A0A0K9NCB8_9FIRM
A0A2N2JYQ1	A0A2N2JYQ1_9DELT
A0A1V6BPD5	A0A1V6BPD5_9SPIR
A0A1M5N9A8	A0A1M5N9A8_9BACI
C3JBF4	C3JBF4_POREA
A0A1G2PLL3	A0A1G2PLL3_TERXR
A0A149SIX2	A0A149SIX2_GLUJA
A0A1Z8MZP3	A0A1Z8MZP3_9BACT
A0A2D7QJY0	A0A2D7QJY0_9BACT
A0A0W0T3C8	OBSOLETE
A0A2N1B7R8	A0A2N1B7R8_9GAMM
A0A0M7AQD2	A0A0M7AQD2_9RHOB
A0A2D9VIG5	A0A2D9VIG5_9RHOB
A0A238L5W4	A0A238L5W4_9RHOB
A0A1U6TR25	A0A1U6TR25_9MYCO
S2KFA2	S2KFA2_HALAF
A0A1I2QBX7	A0A1I2QBX7_9FIRM
B9QY66	OBSOLETE
A0A2N7VTD8	A0A2N7VTD8_9BURK
A0A147HB72	A0A147HB72_9BURK
A0A2N5LPX1	A0A2N5LPX1_9GAMM
A0A2M7L765	A0A2M7L765_9PROT
E2E6I0	E2E6I0_9ENTE
A0A290S5N6	A0A290S5N6_9GAMM
A0A1D3JRG0	A0A1D3JRG0_9PSED
B0L4I4	B0L4I4_9MAGN
A0A1C7ELI2	A0A1C7ELI2_9BACL
A0A1L9QIT0	A0A1L9QIT0_9PROT
R5JK14	R5JK14_9FIRM
A0A1C5V1E1	A0A1C5V1E1_9FIRM
A7VGZ0	A7VGZ0_9CLOT
R9KEJ2	R9KEJ2_9FIRM
A0A0R3KNS9	A0A0R3KNS9_9BRAD
A0A2N5NES5	A0A2N5NES5_RUMGN
A0A1M6K6I6	A0A1M6K6I6_9FIRM
G2E4Q7	G2E4Q7_9GAMM
A0A2N0GCQ1	A0A2N0GCQ1_9GAMM
A0A1H0CGI1	A0A1H0CGI1_9RHOB
A0A1J4Q5R6	A0A1J4Q5R6_9ACTN
A0A2G1L8X2	OBSOLETE
A0A2E5S3L5	A0A2E5S3L5_9LEPT
I1TKX0	I1TKX0_9ASPA
A0A2N2IEB2	A0A2N2IEB2_9DELT
A0A0C9NQ40	A0A0C9NQ40_9BACT
A0A0A7HBQ8	A0A0A7HBQ8_9MONI
Q14EV5	Q14EV5_9SPER
A0A2M8DI98	A0A2M8DI98_9BACT
A0A1H8YYE8	A0A1H8YYE8_9BACI
A0A1Y2K0B0	A0A1Y2K0B0_9PROT
A1E8Y1	A1E8Y1_9CHLO
A0A136MAM0	A0A136MAM0_9BACT
K6W7E6	K6W7E6_9MICO
A0A0N9NRP5	A0A0N9NRP5_9RHOB
R0BLW5	R0BLW5_9FIRM
A0A1Y5GS20	A0A1Y5GS20_9GAMM
A0A2E8PPW6	A0A2E8PPW6_9SPIO
A0A183X5H8	A0A183X5H8_TRIRE
A0A1M6EPQ2	A0A1M6EPQ2_9FLAO
A0A291PCQ2	A0A291PCQ2_9GAMM
A0A1I6YZ84	A0A1I6YZ84_9GAMM
A0A1Y4NHG0	A0A1Y4NHG0_9FIRM
A0A2E6J9B4	A0A2E6J9B4_9GAMM
A0A1I4TFH5	A0A1I4TFH5_9ALTE
E2E6H9	E2E6H9_9ENTE
D3YI00	D3YI00_9MONI
A0A2D0A2V0	A0A2D0A2V0_9BURK
K0VJE2	K0VJE2_9RHIZ
A0A1H3M9F5	A0A1H3M9F5_9BURK
A0A016XCU2	A0A016XCU2_9BURK
A0A1W9QF64	A0A1W9QF64_9DELT
E2E6I9	E2E6I9_ENTFL
A0A2E0A9H2	OBSOLETE
A0A0P7HK18	A0A0P7HK18_9MICC
A0A2N2L7Z9	A0A2N2L7Z9_9DELT
E2E6K2	E2E6K2_9ENTE
E2E6K9	E2E6K9_9ENTE
U2D3G8	U2D3G8_CLOSY
A0A1V4RU94	A0A1V4RU94_9BACT
A0A257DT34	A0A257DT34_9PSED
A0A2E1KAI5	A0A2E1KAI5_9GAMM
A0A174NVP5	A0A174NVP5_9FIRM
D8F2A5	D8F2A5_9DELT
E2E6J3	E2E6J3_9ENTE
E2E6K7	E2E6K7_9ENTE
E2E6L1	E2E6L1_9ENTE
A0A1H0BWC2	A0A1H0BWC2_9ACTN
C6ER54	C6ER54_9BRYO
A0A1Z9D355	A0A1Z9D355_9ACTO
A0A2D5J5V2	A0A2D5J5V2_9RHOB
A0A1H9Q0D9	A0A1H9Q0D9_9BACI
E2E6J7	E2E6J7_9ENTE
A0A061AHD7	A0A061AHD7_9MOLU
A0A0J7J3N4	A0A0J7J3N4_9ALTE
A0A2D6B9S9	A0A2D6B9S9_9RHOB
A0A1Q6Q6G5	A0A1Q6Q6G5_9FIRM
A0A060NM84	A0A060NM84_9BURK
A0A172Z9S9	A0A172Z9S9_9PSED
A0A1R4I1C4	A0A1R4I1C4_9GAMM
A0A1H0SU44	A0A1H0SU44_9RHIZ
A0A2G0WG13	A0A2G0WG13_9PSED
R7S1X1	R7S1X1_PUNST
A0A174CBW4	A0A174CBW4_CLOSY
A0A1W1YHM9	A0A1W1YHM9_9FIRM
U2KQE9	U2KQE9_TRELE
A0A0W0MR45	A0A0W0MR45_PSEMA
A0A142Z934	A0A142Z934_9BURK
A0A2C9ALR9	A0A2C9ALR9_9BURK
A0A1D2S3Z1	A0A1D2S3Z1_9BURK
A0A1G1ABA6	A0A1G1ABA6_9BACT
A0A2E6N5B8	A0A2E6N5B8_9BACT
A0A2N2JXK9	A0A2N2JXK9_9DELT
A0A0G2RKZ8	A0A0G2RKZ8_PYLLI
A0A1G4G7F3	A0A1G4G7F3_9PORP
A0A1I7GV74	A0A1I7GV74_9PORP
A0A2A6ZFP9	A0A2A6ZFP9_9FIRM
A0A1I0I2L3	A0A1I0I2L3_9ACTN
A0A235FT91	A0A235FT91_9BURK
A0A0D0Q511	A0A0D0Q511_KITGR
A0A1H6JWJ7	A0A1H6JWJ7_9BURK
I5D0V3	I5D0V3_9BURK
U2J0N1	U2J0N1_9PORP
A0A0J6NHA7	A0A0J6NHA7_9NEIS
A0A0P7G6Y4	A0A0P7G6Y4_9XANT
B3FTS6	B3FTS6_9LILI
A0A2G0Z777	A0A2G0Z777_9PSED
A0A1G7JLD1	A0A1G7JLD1_9ACTN
Q14EV4	Q14EV4_9SPER
C2MDM6	C2MDM6_9PORP
A0A218LPF8	A0A218LPF8_PSAJU
A0A1V2IT90	A0A1V2IT90_9PSED
F4GYU5	F4GYU5_CELFA
A0A172YWK2	A0A172YWK2_9PSED
A0A0S6TGC9	A0A0S6TGC9_9PROT
A0A1W9V9M0	A0A1W9V9M0_9SPIO
A0A1B4K350	A0A1B4K350_BURTH
Q2T7A8	Q2T7A8_BURTA
R7N563	R7N563_9FIRM
A0A1N6I8P1	A0A1N6I8P1_9RHOB
A0A0W1AI92	OBSOLETE
A0A1B4P297	A0A1B4P297_9BURK
A0A0L6T949	A0A0L6T949_9BURK
A0A063Y579	A0A063Y579_9GAMM
A0A2C3HBH8	A0A2C3HBH8_BACME
A0A2E2NPC0	A0A2E2NPC0_9DELT
A0A1F7IKM5	A0A1F7IKM5_9BACT
A0A0P7G8D7	A0A0P7G8D7_9BACI
X0UHG4	X0UHG4_9ZZZZ
G9QMR5	G9QMR5_9BACI
U7P914	U7P914_9GAMM
A0A2N2KYQ4	A0A2N2KYQ4_9DELT
F6JSR6	F6JSR6_9BRYO
A0A2G2V6Z5	A0A2G2V6Z5_CAPBA
A0A1W9RLT2	A0A1W9RLT2_9BACT
A0A2A5LZ74	A0A2A5LZ74_9ALTE
Q1XEW1	Q1XEW1_LACHE
A0A2N1VHL9	A0A2N1VHL9_9BACT
A0A133YG86	A0A133YG86_9FIRM
A0A258KCV8	A0A258KCV8_9CAUL
A0A1F6I563	A0A1F6I563_9BACT
C3KNB0	C3KNB0_SINFN
A0A1H8AJW7	A0A1H8AJW7_9PROT
A0A0K8J4J2	A0A0K8J4J2_9FIRM
A1E8Z2	A1E8Z2_9CHLO
A0A062ULM2	A0A062ULM2_9RHOB
R9MR58	R9MR58_9FIRM
A0A0A7HC62	A0A0A7HC62_9MONI
A0A2N7TPL6	A0A2N7TPL6_9GAMM
A0A1X3S0A5	A0A1X3S0A5_9GAMM
A0A0D8DTX3	A0A0D8DTX3_9BURK
A0A2N0DCP4	A0A2N0DCP4_RHISU
H8PF67	H8PF67_9POAL
A0A258HU94	A0A258HU94_9BURK
A0A259JS37	A0A259JS37_9BURK
A0A1W5W6V5	A0A1W5W6V5_LEUME
G2DBG5	G2DBG5_9GAMM
G2FC11	G2FC11_9GAMM
J9FUM2	J9FUM2_9ZZZZ
A0A133PGP9	A0A133PGP9_9FIRM
E4KWF5	E4KWF5_9FIRM
A0A1V0PXX2	A0A1V0PXX2_9RHOB
A0A2H1WIG7	A0A2H1WIG7_SPOFR
A0A0U5JD99	A0A0U5JD99_9CLOT
A0A2H0KMK8	A0A2H0KMK8_9BACT
A0A2M7UBY4	A0A2M7UBY4_9BACT
A0A2M8F250	A0A2M8F250_9BACT
A0A1M4SL04	A0A1M4SL04_9GAMM
A0A1G1PCT2	A0A1G1PCT2_9BACT
A0A1C5S2D5	A0A1C5S2D5_9CLOT
R5XJF0	R5XJF0_9FIRM
A0A0Q6CK41	A0A0Q6CK41_9RHIZ
Q3ADE1	Q3ADE1_CARHZ
A0A1G7RNF7	A0A1G7RNF7_9BACT
B3FTQ6	B3FTQ6_9LILI
A0A149TH98	A0A149TH98_9PROT
R6V6S2	R6V6S2_9FIRM
A0A0Q3KHW5	A0A0Q3KHW5_9BRAD
Q9RWG7	VATB_DEIRA
A0A1B5EQL0	A0A1B5EQL0_9PSED
W4TQM5	W4TQM5_CUTAC
A0A2A5DSZ4	A0A2A5DSZ4_9PROT
Q08UQ0	Q08UQ0_STIAD
A0A1U9KW15	A0A1U9KW15_9PROT
A0A0G1BEG8	A0A0G1BEG8_9BACT
A0A2A6EAZ4	A0A2A6EAZ4_TANFO
A0A077FKZ5	A0A077FKZ5_9RICK
A0A2G6KIT1	A0A2G6KIT1_9BACT
A0A1H3CZU6	A0A1H3CZU6_9ALTE
A9NIP1	A9NIP1_CHLPS
A0A1Y4NUQ7	A0A1Y4NUQ7_9FIRM
I6NKV0	I6NKV0_9MAGN
R4I5G3	R4I5G3_HOOLU
A6QSP8	A6QSP8_AJECN
A0A0J8YGJ1	A0A0J8YGJ1_9GAMM
G4WXI7	G4WXI7_9MONI
R9JPZ2	R9JPZ2_9FIRM
U1TJ43	U1TJ43_PSEFL
A0A1I0XAT9	A0A1I0XAT9_9PSED
A0A1N7U9V1	A0A1N7U9V1_9PSED
A0A1I5F4D4	A0A1I5F4D4_9RHOB
A0A1B5CVU3	A0A1B5CVU3_9PSED
A0A099WNK5	A0A099WNK5_PORCN
A0A0Q8FXV3	A0A0Q8FXV3_9CAUL
A0A1V5T5Z0	A0A1V5T5Z0_9BACT
A0A1T4LXU0	A0A1T4LXU0_PORCN
A0A1M4TUX5	A0A1M4TUX5_9LACT
A0A058ZVF9	A0A058ZVF9_EUCGR
A0A1H5X735	A0A1H5X735_9GAMM
A0A0K9GEE0	A0A0K9GEE0_9BACI
A0A2N4S823	A0A2N4S823_9BACT
A0A1F0GJD9	A0A1F0GJD9_9FIRM
A0A2G8C242	A0A2G8C242_9GAMM
F6JSR5	F6JSR5_DICSC
A0A2H0P655	A0A2H0P655_9DELT
Q8SIC7	Q8SIC7_9ERIC
A0A1S8T5J7	OBSOLETE
F8C227	F8C227_THEGP
A0A0F2RB74	A0A0F2RB74_9RHOB
A0A2J6K0R4	A0A2J6K0R4_LACSA
A0A1B6BDW4	A0A1B6BDW4_9FIRM
A0A2A9KCF1	A0A2A9KCF1_9BURK
A0A1U7M8N6	A0A1U7M8N6_TISCR
A0A059KWL5	A0A059KWL5_9PSED
J2GZP0	J2GZP0_9CAUL
A0A2G6M4S6	A0A2G6M4S6_9BACT
F6JSR9	F6JSR9_9BRYO
A0A093XU86	A0A093XU86_TALMA
A0A1C6EMX2	A0A1C6EMX2_9FIRM
A0A2N5NXF3	A0A2N5NXF3_RUMGN
J9FCR1	J9FCR1_9ZZZZ
A0A183BS12	A0A183BS12_GLOPA
A0A2N5PMP5	A0A2N5PMP5_RUMGN
A7B5P5	A7B5P5_RUMGV
F7JZJ0	F7JZJ0_9FIRM
R5UC27	R5UC27_9FIRM
A0A2N5P9T8	A0A2N5P9T8_RUMGN
R4I604	R4I604_DIPFO
A0A285XAM8	A0A285XAM8_ENSAD
A1E8Y4	A1E8Y4_9CHLO
A0A1E4FK24	A0A1E4FK24_9BACT
R9YC92	R9YC92_ANAPH
R4I6I8	R4I6I8_9BRYO
A0A2G2QQM4	A0A2G2QQM4_9GAMM
R4I5M9	R4I5M9_9BRYO
A0A2E2KIS4	A0A2E2KIS4_9GAMM
A0A134ASC4	A0A134ASC4_9FIRM
R4I5X1	R4I5X1_AULPA
A0A1Y5E746	A0A1Y5E746_9PROT
F7JMF9	F7JMF9_9FIRM
R6EPG3	R6EPG3_9FIRM
A0A011PRN4	A0A011PRN4_9PROT
A1E936	A1E936_9CHLO
A0A059IP14	A0A059IP14_9RHOB
A0A2A2K728	A0A2A2K728_9BILA
F4PLP0	F4PLP0_CAVFA
A7UNP9	A7UNP9_XANCE
A7UNS5	A7UNS5_XANCA
A7UNS6	A7UNS6_XANCA
A7UNS7	A7UNS7_XANCA
A7UNS8	A7UNS8_XANCA
D3YI20	D3YI20_9MONI
A0A1I3DRZ0	A0A1I3DRZ0_9BURK
I2B1C5	I2B1C5_9SOLA
A0A2M7GLN6	A0A2M7GLN6_9PROT
A0A090CXX4	A0A090CXX4_9BACT
S6U5T8	S6U5T8_PSESF
Q14EV6	Q14EV6_PSEMZ
V9VIL0	V9VIL0_9BURK
B9AZ13	B9AZ13_9BURK
S7VAF1	S7VAF1_DESML
A0A2I7QFE5	A0A2I7QFE5_BRASZ
K1TLV7	K1TLV7_9ZZZZ
A0A1H0TQ00	A0A1H0TQ00_9BURK
R6AZ21	R6AZ21_9CLOT
A0A1V4UK09	A0A1V4UK09_9EURY
A0A1F3LJY1	A0A1F3LJY1_9BACT
F0Q6W5	F0Q6W5_ACIAP
A0A0U5LTW1	A0A0U5LTW1_STRRE
A0A255PAA3	A0A255PAA3_9ACTN
A0A1C7GBF2	A0A1C7GBF2_9FIRM
A0A227LUG4	A0A227LUG4_9FIRM
R4I615	R4I615_9BRYO
A0A212C394	A0A212C394_CEREH
A0A1Y1BMJ8	A0A1Y1BMJ8_9BURK
A0A2A2WK64	A0A2A2WK64_9PLAN
A7UNS4	A7UNS4_XANCE
R4I6I5	R4I6I5_9BRYO
A0A2E8P9C9	A0A2E8P9C9_9BACT
A0A1Y4NR58	A0A1Y4NR58_9FIRM
A0A2A3ZYI8	OBSOLETE
A0A1A9HX24	A0A1A9HX24_9CHLA
B1NGB4	B1NGB4_9MONI
A0A0J6N7R8	A0A0J6N7R8_9NEIS
R4I5W8	R4I5W8_BLIAC
A0A1F7FGJ7	A0A1F7FGJ7_9BACT
A0A286C4V6	A0A286C4V6_9PROT
R4I5M5	R4I5M5_9BRYO
A0A1Y4F5T3	A0A1Y4F5T3_9FIRM
A0A1Q4AZ06	A0A1Q4AZ06_9GAMM
A0A2M7MX27	A0A2M7MX27_9PROT
A1TVE4	A1TVE4_ACIAC
A0A2G5NDG8	A0A2G5NDG8_9PSED
A0A1P8N1E1	A0A1P8N1E1_9RHOB
G5FBH1	G5FBH1_9CLOT
R7J8X0	R7J8X0_9BACT
A0A1E4XGV5	A0A1E4XGV5_9PSED
A0A1T2ZWP2	A0A1T2ZWP2_PSEFL
G9PZ54	G9PZ54_9BACT
Q2BR99	Q2BR99_NEPCE
A0A1G9V414	A0A1G9V414_9BURK
A0A1Y4RTC5	A0A1Y4RTC5_9FIRM
A0A1Y4RZH0	A0A1Y4RZH0_9FIRM
A0A1M6S111	A0A1M6S111_9ALTE
E2E6I5	E2E6I5_9ENTE
A0A1M5CD37	A0A1M5CD37_9CLOT
A0A1V5G4S1	A0A1V5G4S1_9BACT
A0A2D3MHZ3	OBSOLETE
W0JJE6	W0JJE6_DESAE
R4I5X0	R4I5X0_9BRYO
A0A1B5CMQ7	A0A1B5CMQ7_9PSED
A0A150KNL2	A0A150KNL2_9BACI
I6NQ73	I6NQ73_9MAGN
R4I5M2	R4I5M2_9BRYO
A0A2N1TM36	A0A2N1TM36_9BACT
V6DH51	V6DH51_9BACT
A0A0V1PT09	A0A0V1PT09_9ASCO
F6JSR3	F6JSR3_9BRYO
A0A1M3MCB5	A0A1M3MCB5_9BACT
A0A0C1Y543	A0A0C1Y543_9BURK
R4I6I4	R4I6I4_POLJU
A0A1W0CC09	A0A1W0CC09_9NEIS
R4I5M6	R4I5M6_9BRYO
S4WXU6	S4WXU6_9LILI
R4I5Z7	R4I5Z7_9BRYO
A0A2M8HSQ1	A0A2M8HSQ1_9LEPT
A0A0P1F1Z1	A0A0P1F1Z1_9RHOB
R7NUT1	OBSOLETE
U6RH20	U6RH20_9BACE
A0A069SAD6	A0A069SAD6_BACVU
A0A078QYE8	A0A078QYE8_BACVU
A0A0P0M3V1	A0A0P0M3V1_BACVU
A6L668	A6L668_BACV8
C6Z1W2	C6Z1W2_9BACE
D4V4F4	D4V4F4_BACVU
E5US41	E5US41_9BACE
I9TZJ2	I9TZJ2_BACVU
R7P3X8	R7P3X8_9BACE
R9GZ98	R9GZ98_BACVU
A0A076JB13	A0A076JB13_9BACE
A0A0M1W439	A0A0M1W439_9BACE
C3RBI0	C3RBI0_9BACE
D1K4C3	D1K4C3_9BACE
I9QKY5	I9QKY5_9BACE
I9RH30	I9RH30_9BACE
R9IAH4	R9IAH4_9BACE
J9FC78	J9FC78_9ZZZZ
A0A1U7LZH0	A0A1U7LZH0_9FIRM
A0A250DXZ0	A0A250DXZ0_GEOSE
W0E3E1	W0E3E1_MARPU
A0A0H5A940	A0A0H5A940_9PSED
B6VYU4	B6VYU4_9BACE
R8BJ49	R8BJ49_TOGMI
A0A2N2GK41	A0A2N2GK41_9DELT
J5BMW6	J5BMW6_9BURK
A0A1E3EK08	A0A1E3EK08_BRAEL
A0A259ICW7	A0A259ICW7_9CAUL
A0A1C6HJZ3	A0A1C6HJZ3_9FIRM
A0A1Q6TIK6	A0A1Q6TIK6_9FIRM
A0A2N0UMR2	A0A2N0UMR2_9FIRM
R5E1F4	R5E1F4_9FIRM
A0A1C2XXT1	A0A1C2XXT1_9FIRM
A0A1Q3UQV5	A0A1Q3UQV5_9PROT
A0A2N0UT46	A0A2N0UT46_9FIRM
F9Q1M2	F9Q1M2_STROR
Q6H258	Q6H258_9BURK
E2E6K8	E2E6K8_9ENTE
I6NKU8	I6NKU8_9MAGN
A0A1A9HWP0	A0A1A9HWP0_9CHLA
A0A1I6MNR7	A0A1I6MNR7_9BACT
A0A1V5SXC1	A0A1V5SXC1_9BACT
A0A0N8KL08	A0A0N8KL08_9ALTE
A0A2N5N7E0	A0A2N5N7E0_9BACL
A0A1I1YPX5	A0A1I1YPX5_9BURK
A0A1Q3QRG0	A0A1Q3QRG0_9BACT
A0A0W0XLA3	A0A0W0XLA3_9GAMM
A0A1W0Y8D2	A0A1W0Y8D2_9BURK
B0NBM4	B0NBM4_CLOS5
F7KPF1	F7KPF1_9FIRM
A0A0H3KMY5	A0A0H3KMY5_BURM1
A0A1F9MQP6	A0A1F9MQP6_9DELT
A0A2N6CKW2	A0A2N6CKW2_9GAMM
D3YI11	D3YI11_9MONI
D3YI19	D3YI19_9MONI
A0A1W5W6U3	A0A1W5W6U3_LEUME
A0A1W5W6W3	A0A1W5W6W3_LEUME
A0A1D7ZL56	A0A1D7ZL56_9BURK
A0A2N2F9N9	A0A2N2F9N9_9DELT
A0A1H7DCE0	A0A1H7DCE0_9BURK
A0A1F6BR83	A0A1F6BR83_9BACT
I6NQ84	I6NQ84_9MAGN
A0A1F4PH83	A0A1F4PH83_9BACT
A0A137SCP7	A0A137SCP7_9ALTE
A0A0Q5MIS8	A0A0Q5MIS8_9BURK
A0A0F9TX67	A0A0F9TX67_9ZZZZ
Q14EV7	Q14EV7_ABILA
A0A0F9Q9P3	A0A0F9Q9P3_9ZZZZ
A0A257VIK7	A0A257VIK7_9BACT
A0A228Q9U3	A0A228Q9U3_9BURK
A0A2E3HWF3	A0A2E3HWF3_9BACT
A0A1Z3MIT7	A0A1Z3MIT7_AEGCO
M1E665	M1E665_9FIRM
A0A0V8HK11	A0A0V8HK11_9BACI
A0A1V6ASC5	A0A1V6ASC5_9DELT
I6NM48	I6NM48_9MAGN
A0A1B8XTR0	A0A1B8XTR0_XENTR
B1TF55	B1TF55_9BURK
A0A2N2JBW0	A0A2N2JBW0_9DELT
A0A0A2FSN9	A0A0A2FSN9_9PORP
T1DT71	T1DT71_9PORP
A0A2H0QVT3	A0A2H0QVT3_9PROT
A0A1H9MRW7	A0A1H9MRW7_9BURK
A0A2E9VJI8	A0A2E9VJI8_9PLAN
K7F635	K7F635_PELSI
C4PL52	C4PL52_BRAEL
A0A0Q9Y0S9	A0A0Q9Y0S9_9BACI
A0A177ZYH9	A0A177ZYH9_9BACI
J5TSX8	J5TSX8_9PORP
A1E8Z6	A1E8Z6_9CHLO
A0A161JZQ3	A0A161JZQ3_9ZZZZ
A0A1L6KBL7	A0A1L6KBL7_9GAMM
A0A2A4UY67	A0A2A4UY67_9GAMM
M5DUI7	M5DUI7_9GAMM
A0A1J1EDG9	A0A1J1EDG9_LYSEN
E6QC68	E6QC68_9ZZZZ
A0A158I7S7	A0A158I7S7_9BURK
A0A2A4Z5X8	A0A2A4Z5X8_9PROT
A0A2N5PYP8	A0A2N5PYP8_RUMGN
R5ICU5	R5ICU5_9BACT
A0A0K2DAR3	A0A0K2DAR3_9RHIZ
A0A1M3DLC7	A0A1M3DLC7_9BACT
A0A1H2FYH6	A0A1H2FYH6_9PSED
G2DWR7	G2DWR7_9GAMM
A0A2D9BRE2	A0A2D9BRE2_9ALTE
A0A1R1MKL2	A0A1R1MKL2_9BACT
A0A0F9P795	A0A0F9P795_9ZZZZ
A0A0S4LJJ3	A0A0S4LJJ3_9BACT
A0A0F8XZP4	A0A0F8XZP4_9ARCH
A5Z7C4	A5Z7C4_9FIRM
A0A069ZNG4	A0A069ZNG4_9PORP
A0A0F9KMP8	A0A0F9KMP8_9ZZZZ
Q824V4	Q824V4_CHLCV
A0A1C6H1K1	A0A1C6H1K1_9FIRM
R6QVA3	R6QVA3_9CLOT
K4KIA6	K4KIA6_SIMAS
I3ZFV4	I3ZFV4_TERRK
A0A162YZL5	A0A162YZL5_9BURK
Q07YM0	ATPA1_SHEFN
Q85UT7	Q85UT7_9VIRI
A0A1J4Y8C3	A0A1J4Y8C3_9PROT
A0A1M5CA37	A0A1M5CA37_9BACI
A0A176V7Q9	A0A176V7Q9_9PSED
A0A1F6TRU8	A0A1F6TRU8_9PROT
A0A0M8QT33	A0A0M8QT33_9ACTN
A0A1R0GE88	A0A1R0GE88_9PSED
A0A1M5IDN4	A0A1M5IDN4_9RHIZ
A0A0F9L3R6	A0A0F9L3R6_9ZZZZ
A0A134AX74	A0A134AX74_9PORP
A0A134B2Y3	A0A134B2Y3_9PORP
A0A086E2V7	A0A086E2V7_9MICO
A0A1C7EDC0	A0A1C7EDC0_9BACL
A0A2A2VI10	A0A2A2VI10_9BRAD
A0A2G2AFZ7	A0A2G2AFZ7_9RHOB
A0A1J5LQX7	A0A1J5LQX7_9PROT
A0A143GNL3	A0A143GNL3_9PSED
A0A0F9RER2	A0A0F9RER2_9ZZZZ
M2B2M3	M2B2M3_9PLAN
A0A0T2ZCK0	A0A0T2ZCK0_9BURK
D9XPJ2	D9XPJ2_9ACTN
A0A0U2YQW1	A0A0U2YQW1_9BACL
A0A1Z8SE37	A0A1Z8SE37_9PROT
A0A2D7CQY7	A0A2D7CQY7_9PROT
A0A1F6HJL2	A0A1F6HJL2_9BACT
